id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-20210074784-A,Digital analog convergence simplified clock ,장준희,장준희,2019-12-12,2019-12-12,2021-06-22,,https://patents.google.com/patent/KR20210074784A/en,https://patentimages.storage.googleapis.com/c2/61/99/d7331534ae87cd/pat00001.png
US-9173052-B2,Bluetooth low energy watch with event indicators and activation ,ConnecteDevice Limited,"Peter Hauser, Henri-Nicolas Olivier",2012-05-08,2013-04-15,2015-10-27,2015-10-27,https://patents.google.com/patent/US9173052B2/en,https://patentimages.storage.googleapis.com/90/ce/ed/e1f8388e2cb4bb/US09173052-20151027-D00000.png
US-9946454-B2,Watch type mobile terminal ,Lg Electronics Inc.,"Kiyong Lee, Pilgoo KANG, Kangchul LIM, Jeongho KIM",2014-07-04,2015-04-24,2018-04-17,2018-04-17,https://patents.google.com/patent/US9946454B2/en,https://patentimages.storage.googleapis.com/2d/b8/06/493acc689c1115/US09946454-20180417-D00000.png
US-10571865-B2,Reverse battery protection device and operating method thereof ,Lg Electronics Inc.,"Hongjo Shim, Gukchan LIM, Youngho SOHN, Seonghyok Kim, Chohee KWON, Hyunwoo Kim",2014-10-08,2018-08-29,2020-02-25,2020-02-25,https://patents.google.com/patent/US10571865B2/en,https://patentimages.storage.googleapis.com/9c/fa/2d/48fd5a83d1d0de/US10571865-20200225-D00000.png
US-9568891-B2,Multi-media wireless watch ,"I.Am.Plus, Llc","William Adams, Chandrasekar Rathakrishnan, Jaren Chee Wei Goh",2013-08-15,2014-08-14,2017-02-14,2017-02-14,https://patents.google.com/patent/US9568891B2/en,https://patentimages.storage.googleapis.com/3e/73/a0/1d6fe2993a782a/US09568891-20170214-D00000.png
US-9552572-B2,Mobile terminal ,Sang Hyun Shin,Sang Hyun Shin,2014-12-08,2015-03-16,2017-01-24,2017-01-24,https://patents.google.com/patent/US9552572B2/en,https://patentimages.storage.googleapis.com/ec/cc/34/a5983f2b4fc17c/US09552572-20170124-D00000.png
KR-102524069-B1,Device and method for rearranging contents displayed on the screen ,삼성전자주식회사,"리 쉬, 펑위 리, 져 쟈오",2014-12-18,2015-12-14,2023-04-21,2023-04-21,https://patents.google.com/patent/KR102524069B1/en,https://patentimages.storage.googleapis.com/2c/3e/00/2ef20a70feecf5/112015122414880-pat00001.png
EP-3101882-B1,Display device and controlling method thereof ,LG Electronics Inc.,Kyungdong Choi,2015-06-03,2015-10-26,2019-12-04,2019-12-04,https://patents.google.com/patent/EP3101882B1/en,https://patentimages.storage.googleapis.com/c8/12/22/c63f5d6b5dbe86/imgf0001.png
US-9946229-B2,Smart watch and method for controlling the same ,Lg Electronics Inc.,"Hyorim Park, Doyoung Lee, Yongsin Kim",2013-05-07,2013-07-01,2018-04-17,2018-04-17,https://patents.google.com/patent/US9946229B2/en,https://patentimages.storage.googleapis.com/d3/f8/7c/dc665517d91c86/US09946229-20180417-D00000.png
US-D842741-S,Display panel of a digital watch showing time and date ,Tomtom International B.V.,"Marco Bakker, David Morgan",2015-09-03,2016-03-03,2019-03-12,2019-03-12,https://patents.google.com/patent/USD842741S1/en,https://patentimages.storage.googleapis.com/b9/53/33/d38bc059f58453/USD0842741-20190312-D00000.png
US-11302258-B2,Method for operating electronic device and electronic device for supporting the same ,"Samsung Electronics Co., Ltd.","Jong Kon Bae, Yo Han Lee, Dong Hwy KIM, Seung Hoon KO, Tae Sung Kim, Dong Kyoon HAN",2015-10-27,2020-05-04,2022-04-12,2022-04-12,https://patents.google.com/patent/US11302258B2/en,https://patentimages.storage.googleapis.com/ef/54/3d/83ebe4145f91c5/US11302258-20220412-D00000.png
US-7859947-B2,"Watch information content distribution processing system, information distribution apparatus, information distribution system, hand held terminal device, information recording medium, and information processing method ",Sony Corporation,Eiji Kawai,2000-10-31,2009-10-20,2010-12-28,2010-12-28,https://patents.google.com/patent/US7859947B2/en,https://patentimages.storage.googleapis.com/03/d3/d3/e115785054bc60/US07859947-20101228-D00000.png
CN-101218579-B,System and method for transferring data ,派克维迪奥公司,"R·尼夫, A·拉贾戈帕尔, R·哈亚希达, O·阿尔沙耶基",2005-07-11,2006-07-07,2012-12-19,2012-12-19,https://patents.google.com/patent/CN101218579B/en,https://patentimages.storage.googleapis.com/87/8f/6f/c2b6a146d1de1a/S2006800252171E00011.png
US-8248400-B2,Method and system for updating of displays showing deterministic content ,"Qualcomm Mems Technologies, Inc.",Jeffrey B Sampsell,2006-02-10,2011-08-15,2012-08-21,2012-08-21,https://patents.google.com/patent/US8248400B2/en,https://patentimages.storage.googleapis.com/d5/b1/2e/e7c5ae43b6e76c/US08248400-20120821-D00000.png
KR-102108062-B1,Apparatus and Method for Smart Watch with tactile feedback ,엘지전자 주식회사,"조은형, 천시내, 김지환",2013-07-04,2013-07-04,2020-05-08,2020-05-08,https://patents.google.com/patent/KR102108062B1/en,https://patentimages.storage.googleapis.com/b5/b6/1e/b9acde683f2440/112013060220367-pat00001.png
GB-1317071-A,Digital watch ,Amida Sa,,1971-06-01,1971-06-01,1973-05-16,,https://patents.google.com/patent/GB1317071A/en,
US-8111589-B2,"Digital wristwatch, digital watch, and digital clock ",Joel Vidal,Joel Vidal,2010-04-15,2010-04-15,2012-02-07,2012-02-07,https://patents.google.com/patent/US8111589B2/en,https://patentimages.storage.googleapis.com/87/26/a3/7b617f6a77d9b8/US08111589-20120207-D00000.png
US-11263607-B2,Watch skins selection application with blockchain token ,Watch Skins Corporation,Collin Knock,2018-11-29,2021-03-16,2022-03-01,2022-03-01,https://patents.google.com/patent/US11263607B2/en,https://patentimages.storage.googleapis.com/b5/41/aa/bd14dbf6cb7dcc/US11263607-20220301-D00000.png
US-8879368-B2,Apparatus for horologe with removable and interchangeable face ,"James J. Jacobi, Jr.","James J. Jacobi, Jr.",2012-05-25,2013-05-28,2014-11-04,2014-11-04,https://patents.google.com/patent/US8879368B2/en,https://patentimages.storage.googleapis.com/52/5f/9e/0255f30837d530/US08879368-20141104-D00000.png
US-7646678-B2,Analog watch ,Ricoh Elemex Corporation,"Toshiyuki Imai, Hiroyuki Satou, Masahide Hasegawa, Kazuhisa Tohyama, Keiji Nakagawa, Kentarou Hayashi",2004-09-24,2005-09-20,2010-01-12,2010-01-12,https://patents.google.com/patent/US7646678B2/en,https://patentimages.storage.googleapis.com/e1/89/f8/7492be1023953c/US07646678-20100112-D00000.png
US-2018074464-A1,Digital Display With Coordinated Analog Information Indicators ,"Timex Group Usa, Inc.","Thomas Essery, Brian Pemberton",2016-09-09,2016-09-09,2018-03-15,,https://patents.google.com/patent/US20180074464A1/en,https://patentimages.storage.googleapis.com/77/8e/ef/a367f06a4a31ad/US20180074464A1-20180315-D00000.png
EP-3227817-B1,Method and cloud server for managing a device ,"Samsung Electronics Co., Ltd",Jung-Hyun Oh,2014-12-01,2015-10-26,2020-09-09,2020-09-09,https://patents.google.com/patent/EP3227817B1/en,https://patentimages.storage.googleapis.com/81/ed/68/791eaa53a8daa3/imgf0001.png
US-2016054710-A1,Method of configuring watch screen and wearable electronic device implementing same ,"Samsung Electronics Co., Ltd.","Hankyung JO, Yusic KIM, Eunjoo Kim, Jungah Seung",2014-08-25,2015-08-20,2016-02-25,,https://patents.google.com/patent/US20160054710A1/en,https://patentimages.storage.googleapis.com/9a/5b/fa/06bf122d230ca5/US20160054710A1-20160225-D00000.png
EP-3516980-A1,Electronic watch clasp systems and methods ,Wearatec LLC,Dilshan Thilinia MODARAGAMAGE,2014-06-25,2015-06-25,2019-07-31,,https://patents.google.com/patent/EP3516980A1/en,https://patentimages.storage.googleapis.com/02/77/1b/c1098d4cf5b195/imgf0001.png
US-2015098309-A1,Multi-media wireless watch ,"I.Am.Plus, Llc","William Adams, Chandrasekar Rathakrishnan, Jaren Chee Wei Goh",2013-08-15,2014-10-14,2015-04-09,,https://patents.google.com/patent/US20150098309A1/en,https://patentimages.storage.googleapis.com/88/83/17/2f3fc0b8385a7e/US20150098309A1-20150409-D00000.png
US-2016058133-A1,Analog watch with digital wearable system ,Joseph Fournier,Joseph Fournier,2014-08-28,2014-08-28,2016-03-03,,https://patents.google.com/patent/US20160058133A1/en,https://patentimages.storage.googleapis.com/36/0e/60/379e3d9737af15/US20160058133A1-20160303-D00000.png
US-2014058935-A1,Mobile contactless digital watch payment ,Noel Mijares,Noel Mijares,2012-08-21,2012-08-21,2014-02-27,,https://patents.google.com/patent/US20140058935A1/en,https://patentimages.storage.googleapis.com/f6/db/3a/47e54188bc150f/US20140058935A1-20140227-D00000.png
US-2012052802-A1,Advertisement of an existing wireless connection ,Nokia Corporation,"Mika Kasslin, Miika Laaksonen",2010-08-24,2010-08-24,2012-03-01,,https://patents.google.com/patent/US20120052802A1/en,https://patentimages.storage.googleapis.com/16/f3/8c/4f1362b9b42635/US20120052802A1-20120301-D00000.png
US-2008174547-A1,Controlling devices' behaviors via changes in their relative locations and positions ,"Dimitri Kanevsky, Alexander Zlatsin","Dimitri Kanevsky, Alexander Zlatsin",2004-08-09,2008-03-26,2008-07-24,,https://patents.google.com/patent/US20080174547A1/en,https://patentimages.storage.googleapis.com/6f/bb/97/e01184fd658a99/US20080174547A1-20080724-D00000.png
US-2006253010-A1,"Monitoring device, method and system ","Donald Brady, Elhag Sammy I, Steve Lui","Donald Brady, Sammy Elhag, Steve Lui",2004-09-28,2006-04-06,2006-11-09,,https://patents.google.com/patent/US20060253010A1/en,https://patentimages.storage.googleapis.com/bb/e5/34/662a2fdb234401/US20060253010A1-20061109-D00000.png
US-2016206056-A1,Mounts for a multi-watch band ,Duo Watches Corporation,"Adam Pluemer, Christopher John SONTAG",2014-11-20,2015-11-20,2016-07-21,,https://patents.google.com/patent/US20160206056A1/en,https://patentimages.storage.googleapis.com/9f/fb/9c/374e09efd12acb/US20160206056A1-20160721-D00000.png
CN-101836233-B,"House movement determining method, house movement determining program, house movement determining image generating method, and house movement determining image ",株式会社博思科,"大坪和幸, 马场健一",2007-10-30,2008-10-29,2013-01-09,2013-01-09,https://patents.google.com/patent/CN101836233B/en,https://patentimages.storage.googleapis.com/a0/96/ec/02e52ff0c71a68/HPA00001111872600011.png
US-2009028005-A1,Wristwatch-type mobile device ,Electronics And Telecommunications Research Institute,"In-Kyu You, Jae-Bon Koo, Seung-Youl Kang, Kyoung-Ik Cho, Kyung-Soo Suh, Jin-ho Lee",2007-07-25,2008-05-09,2009-01-29,,https://patents.google.com/patent/US20090028005A1/en,https://patentimages.storage.googleapis.com/bc/7f/fe/3e6c8695f6c5dd/US20090028005A1-20090129-D00000.png
WO-2016048549-A1,Digital analog display with rotating bezel ,Intel Corporation,"Anna-Marie MANSOUR, II Charles E. JOHNSON, Rowland L. Brown, Aaren B. Esplin, Wendy March, Steven T. Holmes, Saurabh Dadu, Michael R. BYNUM, Min Liu",2014-09-26,2015-08-26,2016-03-31,,https://patents.google.com/patent/WO2016048549A1/en,
US-2006251365-A1,Watch fiber optic image guide ,Brewer Donald R,Donald Brewer,2005-05-04,2005-05-27,2006-11-09,,https://patents.google.com/patent/US20060251365A1/en,https://patentimages.storage.googleapis.com/b6/17/64/1ac160b9b18ae7/US20060251365A1-20061109-D00000.png
US-D951107-S,Digital watch case ,"Xiamen Kangdong Technology Co, Ltd.",Yong Kuang,2020-06-14,2020-06-14,2022-05-10,2022-05-10,https://patents.google.com/patent/USD951107S1/en,https://patentimages.storage.googleapis.com/8c/93/fd/5f5a4b0c8b29b1/USD0951107-20220510-D00000.png
US-2008026798-A1,Screen displaying method of mobile terminal ,"Samsung Electronics Co., Ltd.",Kyung-min Kim,2006-07-27,2006-12-22,2008-01-31,,https://patents.google.com/patent/US20080026798A1/en,https://patentimages.storage.googleapis.com/fb/ad/3f/ba4ce60d076c80/US20080026798A1-20080131-D00000.png
US-10775846-B2,Electronic device for providing information related to smart watch and method for operating the same ,"Samsung Electronics Co., Ltd.","Young-Jae MEEN, Hyeon-Ju LEE, Sang-hyun Park",2017-06-01,2018-05-29,2020-09-15,2020-09-15,https://patents.google.com/patent/US10775846B2/en,https://patentimages.storage.googleapis.com/79/b1/83/fdc4464f1a5195/US10775846-20200915-D00000.png
CN-202033470-U,Digital electric energy meter calibration system ,陕西电力科学研究院,"李毅, 杨晓西",2011-03-01,2011-03-01,2011-11-09,2011-11-09,https://patents.google.com/patent/CN202033470U/en,https://patentimages.storage.googleapis.com/17/2a/98/ab70989c099ea3/HDA0000048447410000011.png
WO-2011103317-A1,Timepiece with twist restricted flexible display ,Art Technology Limited,"Donald R. Brewer, Stefan Andren",2010-02-17,2011-02-17,2011-08-25,,https://patents.google.com/patent/WO2011103317A1/en,
US-10460474-B2,Digital system and method for paint color matching ,Swimc Llc,"Nancy Peden, Isabel Bartig",2014-06-25,2015-06-25,2019-10-29,2019-10-29,https://patents.google.com/patent/US10460474B2/en,https://patentimages.storage.googleapis.com/9c/8d/ab/ccdec7d8f4f0a7/US10460474-20191029-D00000.png
WO-2006082846-A1,Thin-film solid secondary cell ,"Geomatec Co., Ltd.","Hiromi Nakazawa, Kimihiro Sano, Mamoru Baba",2005-02-02,2006-02-01,2006-08-10,,https://patents.google.com/patent/WO2006082846A1/en,
US-2016066660-A1,Multi-watch band ,Duo Watches Corporation,Adam Pluemer,2014-09-10,2015-09-10,2016-03-10,,https://patents.google.com/patent/US20160066660A1/en,https://patentimages.storage.googleapis.com/94/e7/99/eaba44c391d71e/US20160066660A1-20160310-D00000.png
CN-101318101-A,Dry desulfurizing process implementing automatic control based on environment friendly monitoring network and numeration table ,朱学智,朱学智,2008-07-23,2008-07-23,2008-12-10,,https://patents.google.com/patent/CN101318101A/en,https://patentimages.storage.googleapis.com/a9/1d/31/d721ca71ccfc89/A20081013855500081.png
WO-2008004772-A1,Led display watch and time display method of the same ,Jung-Sub Kim,Jung-Sub Kim,2006-07-06,2007-06-13,2008-01-10,,https://patents.google.com/patent/WO2008004772A1/en,
CN-103439677-A,Method and system for detecting numeration table meter ,"国家电网公司, 华北电力科学研究院有限责任公司","王晓燕, 傅军, 易忠林, 丁恒春, 袁瑞铭, 钟侃",2013-08-16,2013-08-16,2013-12-11,,https://patents.google.com/patent/CN103439677A/en,https://patentimages.storage.googleapis.com/97/c7/20/a1e3c96a640977/HDA00003676392800011.png
US-2016143403-A1,Multi-watch band with a clasp ,Duo Watches Corporation,"Adam Pluemer, John Bernard PATON, Christopher John SONTAG",2014-11-20,2015-11-20,2016-05-26,,https://patents.google.com/patent/US20160143403A1/en,https://patentimages.storage.googleapis.com/df/f5/dc/5c2eb2eababec0/US20160143403A1-20160526-D00000.png
CN-102967841-A,Automatic digital multimeter verification system and method based on meter and source integration and application of system and method ,"辽宁省电力有限公司电力科学研究院, 中电投蒙东能源集团有限责任公司, 国家电网公司","智元庆, 邓志军, 孙长河, 王舟宁, 宋进良, 张艳, 李为兵, 涂萱, 李国华, 任士会",2012-11-29,2012-11-29,2013-03-13,,https://patents.google.com/patent/CN102967841A/en,https://patentimages.storage.googleapis.com/41/9f/33/e400eb746afa02/121129161259.png
CN-111353502-B,Digital table identification method and device and electronic equipment ,北京眸视科技有限公司,张晨光,2020-02-25,2020-02-25,2023-06-30,2023-06-30,https://patents.google.com/patent/CN111353502B/en,https://patentimages.storage.googleapis.com/8b/8a/87/fe25b7f7b5bdc0/HDA0002391411340000011.png
CN-102832943-A,Time-to-digital converter ,联发科技（新加坡）私人有限公司,"曹长华, 郭小川, 陈彦宏, 王才艺",2011-06-15,2012-06-13,2012-12-19,,https://patents.google.com/patent/CN102832943A/en,https://patentimages.storage.googleapis.com/3e/f4/dc/19c64a6b6e630a/HDA00001759186200011.png
CN-102332132-A,Internet real-time lucky drawing system and implementation method thereof ,深圳市财富万方信息技术有限公司,"陈�胜, 邢雅彬",2011-07-22,2011-07-22,2012-01-25,,https://patents.google.com/patent/CN102332132A/en,https://patentimages.storage.googleapis.com/39/8c/c8/de6c3a412a7d6d/110722112632.png
CN-102638322-A,"Method of linkage-viewing TV broadcasting program between mobile communication apparatus and digital tv, and mobile communication apparatus and digital TV thereof ",三星电子株式会社,千民京,2007-02-14,2008-02-14,2012-08-15,,https://patents.google.com/patent/CN102638322A/en,https://patentimages.storage.googleapis.com/86/0f/3f/152bc03a464cb3/HDA0000147347160000011.png
US-D756242-S,Digital watch ,Arm Ip Limited,"Balint Gabor, Szabolcs Sojtory, Steven James Ogborne",2014-05-23,2014-07-02,2016-05-17,2016-05-17,https://patents.google.com/patent/USD756242S1/en,https://patentimages.storage.googleapis.com/32/bc/10/2fe655d5c82bdd/USD0756242-20160517-D00000.png
JP-5699163-B2,"International clock face, analog and digital clock with dial ","ボイジャー ウォッチズ ディ フランチェスコ カルーソ, ボイジャー  ウォッチズ  ディ  フランチェスコ  カルーソ",カルーソ，フランチェスコ,2009-12-30,2010-12-27,2015-04-08,2015-04-08,https://patents.google.com/patent/JP5699163B2/en,https://patentimages.storage.googleapis.com/7c/5b/57/9604ef4029611a/0005699163-2.png
WO-2016060848-A1,Multi-media wireless watch ,"I.Am.Plus, Llc","William Adams, Chandrasekar Rathakrishnan, Jaren Chee Wei GOH",2014-10-14,2015-09-30,2016-04-21,,https://patents.google.com/patent/WO2016060848A1/en,
CN-1756047-B,Process for rapid on-demand stator rewinds in electrical generators ,通用电气公司,"M·S·克拉夫, F·J·加瓦托斯基, C·A·弗鲁布莱夫斯基, J·A·亨克尔, W·G·纽曼",2004-09-27,2005-09-27,2010-06-16,2010-06-16,https://patents.google.com/patent/CN1756047B/en,https://patentimages.storage.googleapis.com/cb/7b/ab/2af422dc3babc7/H2005101064656E00011.png
CN-103902728-A,Method and device for storing voice signals of intelligent watch ,北京君正集成电路股份有限公司,刘远,2014-04-14,2014-04-14,2014-07-02,,https://patents.google.com/patent/CN103902728A/en,https://patentimages.storage.googleapis.com/66/1e/70/b9b5f88b4bf319/HDA0000490748070000011.png
CN-111325538-B,Payment method based on blockchain digital currency and digital watch payment system ,福建瑞达精工股份有限公司,蒋维,2020-02-19,2020-02-19,2023-06-23,2023-06-23,https://patents.google.com/patent/CN111325538B/en,https://patentimages.storage.googleapis.com/de/2f/9a/96a80c57c84497/HDA0002387011820000011.png
EP-3703301-A4,Smart watch having digital radio function ,Sang Rae Park,Sang Rae Park,2017-10-26,2018-01-23,2021-07-14,,https://patents.google.com/patent/EP3703301A4/en,
CN-202533727-U,Replaceable decorative cover of watch with digital screen ,P.L.M.P.&C.斯匡两合公司,S·杜尔佩蒂,2009-07-16,2009-12-04,2012-11-14,2012-11-14,https://patents.google.com/patent/CN202533727U/en,https://patentimages.storage.googleapis.com/0f/eb/78/9eec8221a51cda/HPA00001405568200011.png
KR-20190059137-A,Watch-type mobile terminal ,엘지전자 주식회사,"강영진, 김대언, 김형진, 박동천, 유미전, 이병남, 이정훈",2017-11-22,2017-11-22,2019-05-30,,https://patents.google.com/patent/KR20190059137A/en,https://patentimages.storage.googleapis.com/fb/c4/43/4229805a4f1f72/pat00001.png
KR-101598908-B1,Digital watch with a function of warning air pollution ,이성철,이성철,2015-10-21,2015-10-21,2016-03-02,2016-03-02,https://patents.google.com/patent/KR101598908B1/en,https://patentimages.storage.googleapis.com/b1/02/c1/7bd13788ab8aaf/112015102302806-pat00001.png
CN-202033472-U,Instrument provided with network control function and used for on-field verifying digital electric energy meter ,"华北电网有限公司唐山供电公司, 威胜集团有限公司","谷守臣, 杨立生, 李良杰, 熊宠魏, 韩向东, 王丹, 岳振宇, 何珊珊",2011-04-29,2011-04-29,2011-11-09,2011-11-09,https://patents.google.com/patent/CN202033472U/en,https://patentimages.storage.googleapis.com/99/64/c0/fba1869d4e113c/110429131743.png
KR-101718466-B1,Wearable necklace having the functions of taking a picture and voice recording by using bluetooth with smart phone and method thereof ,이창선,이창선,2015-05-04,2015-05-04,2017-03-21,2017-03-21,https://patents.google.com/patent/KR101718466B1/en,https://patentimages.storage.googleapis.com/99/1b/11/03d6accbb19e7f/112015042969123-pat00001.png
CN-110287967-B,Image-based digit and mechanical watch digit identification method ,哈尔滨工业大学,"彭宇, 洪硕, 马宁, 李绍俐, 尹童, 彭喜元",2019-06-28,2019-06-28,2022-11-25,2022-11-25,https://patents.google.com/patent/CN110287967B/en,https://patentimages.storage.googleapis.com/30/77/06/a030716ae6eeb6/HDA0002112169480000011.png
WO-2022030993-A1,Electronic device and operation method of electronic device ,삼성전자 주식회사,"김은실, 옥준호",2020-08-04,2021-08-04,2022-02-10,,https://patents.google.com/patent/WO2022030993A1/en,https://patentimages.storage.googleapis.com/88/ae/4e/789fa63184ca4a/PCTKR2021010215-appb-D000001.png
CN-206292895-U,A kind of intelligent automobile key controller module and watch style intelligent automobile key ,深圳市副驾驶科技有限公司,"魏孝义, 朱志飞",2016-12-28,2016-12-28,2017-06-30,2017-06-30,https://patents.google.com/patent/CN206292895U/en,
CN-102317739-A,"Flight obstacle extraction device, flight obstacle extraction method, and recording medium ",Nec软件系统科技有限公司,"神谷俊之, 小泉博一",2009-02-20,2010-02-08,2012-01-11,,https://patents.google.com/patent/CN102317739A/en,https://patentimages.storage.googleapis.com/b0/97/22/9403ab160ebce7/HDA0000083629430000011.png
CN-102521428-A,Electrical primary part CAD (Computer Aided Design) system for hydropower station and design method thereof ,西北农林科技大学,"张宁, 马孝义, 宋军阳, 何自立, 甘学涛, 陈帝伊, 张渭",2011-11-15,2011-11-15,2012-06-27,,https://patents.google.com/patent/CN102521428A/en,https://patentimages.storage.googleapis.com/2a/7c/00/a2cf799a31eac3/HSA00000613448800011.png
US-4084401-A,Digital watch with two buttons and improved setting and display control ,Hughes Aircraft Company,"Richard J. Belardi, Norman E. Moyer, Ernest C. Ho",1975-07-09,1975-07-09,1978-04-18,1978-04-18,https://patents.google.com/patent/US4084401A/en,https://patentimages.storage.googleapis.com/6e/66/a4/6a4b2bc095fb77/US4084401-drawings-page-2.png
US-2016249712-A1,Sliding mount for a watch band ,Duo Watches Corporation,"Adam Pluemer, Andreas PLUEMER, Christopher John SONTAG",2015-02-26,2016-02-26,2016-09-01,,https://patents.google.com/patent/US20160249712A1/en,https://patentimages.storage.googleapis.com/bd/be/ad/dfbe861890fbed/US20160249712A1-20160901-D00000.png
DE-102008009346-A1,"Digital wrist watch, has microcomputer for controlling display for displaying photograph, film, film sequence and/or scene, and interface that reads-in or reads-out digital data stored in memory unit of microcomputer ",Volker Schafitel,Volker Schafitel,2008-02-14,2008-02-14,2009-08-20,,https://patents.google.com/patent/DE102008009346A1/en,
CN-203191454-U,Ferrite dielectric constant measuring system ,北京大华无线电仪器厂,"彭越, 刘中生, 刘雯蕊",2013-04-22,2013-04-22,2013-09-11,2013-09-11,https://patents.google.com/patent/CN203191454U/en,https://patentimages.storage.googleapis.com/22/cf/4e/5e0f9e7056baf7/HDA00003084863500011.png
US-2022206442-A1,Customizable Digital Watch ,Alisha Barnes,Alisha Barnes,2020-12-29,2021-11-02,2022-06-30,,https://patents.google.com/patent/US20220206442A1/en,https://patentimages.storage.googleapis.com/0e/6d/6b/0e43182f6d8f80/US20220206442A1-20220630-D00000.png
CN-2879139-Y,Rocker type digital oil meter ,王福玉,王福玉,2006-04-09,2006-04-09,2007-03-14,2007-03-14,https://patents.google.com/patent/CN2879139Y/en,
CN-111024145-A,Method and device for calibrating handheld digital meter ,"北京航天计量测试技术研究所, 中国运载火箭技术研究院","张修建, 王兵, 张鹏程, 刘晓旭, 张铁犁",2019-12-25,2019-12-25,2020-04-17,,https://patents.google.com/patent/CN111024145A/en,https://patentimages.storage.googleapis.com/91/f0/2e/8464afecbf5dfa/HDA0002334945600000011.png
US-2006250897-A1,Analog watch fiber optic image guide ,Brewer Donald R,Donald Brewer,2005-05-04,2005-10-31,2006-11-09,,https://patents.google.com/patent/US20060250897A1/en,https://patentimages.storage.googleapis.com/26/a9/26/a524b8bd35b8d1/US20060250897A1-20061109-D00000.png
TW-M448000-U,Digital watch with transmission function ,Huang yun chen,Shia-Chang Tsai,2012-09-26,2012-09-26,2013-03-01,,https://patents.google.com/patent/TWM448000U/en,
CN-105549669-A,Constant current source device based on dual ring negative feedback ,吉林大学,"吴戈, 单江东, 汝玉星, 高博, 田小建, 刘大恺, 李尚�, 张大朋, 安明, 梁雪, 马春阳",2015-12-29,2015-12-29,2016-05-04,,https://patents.google.com/patent/CN105549669A/en,
CN-103217893-A,Vibrating-type digital watch for deaf and blind persons ,孙元飞,"孙元飞, 李延祥, 张阳杰",2013-05-11,2013-05-11,2013-07-24,,https://patents.google.com/patent/CN103217893A/en,https://patentimages.storage.googleapis.com/0f/29/27/deb783dead2929/130511144912.png
CN-203149302-U,Human body inductive digital clock ,刘洋,刘洋,2013-03-22,2013-03-22,2013-08-21,2013-08-21,https://patents.google.com/patent/CN203149302U/en,https://patentimages.storage.googleapis.com/f7/2a/8d/3ae2af292a3638/130520073436.png
CN-100517132-C,Analog watch ,理光艾利美可斯股份有限公司,"今井俊之, 佐藤弘之, 长谷川昌英, 远山和久, 中川启二, 林健太郎",2004-09-24,2005-09-20,2009-07-22,2009-07-22,https://patents.google.com/patent/CN100517132C/en,https://patentimages.storage.googleapis.com/11/96/97/bc9567531ec80e/C20058003214400291.png
KR-102113979-B1,Synchronization apparatus for between avn and digital clock of vehicle and method thereof ,현대모비스 주식회사,최민재,2013-11-11,2013-11-11,2020-05-25,2020-05-25,https://patents.google.com/patent/KR102113979B1/en,https://patentimages.storage.googleapis.com/b7/8b/4c/49f8855579fea0/112013102563230-pat00001.png
KR-101437741-B1,Digital clock ,이순희,이순희,2012-11-30,2012-11-30,2014-09-03,2014-09-03,https://patents.google.com/patent/KR101437741B1/en,https://patentimages.storage.googleapis.com/74/7f/a7/b5ada9e82b6668/112012099492516-pat00001.png
CN-202065119-U,Hydroelectric generating set combination control device ,天津明硕机电设备有限公司,"裴彦明, 熊迪祥, 胡东升",2011-04-29,2011-04-29,2011-12-07,2011-12-07,https://patents.google.com/patent/CN202065119U/en,https://patentimages.storage.googleapis.com/66/0a/05/a6512aaffec45c/HDA0000058568380000011.png
CN-203397123-U,Vibrating-type digital watch for deaf and blind persons ,孙元飞,"孙元飞, 李延祥, 张阳杰",2013-05-11,2013-05-11,2014-01-15,2014-01-15,https://patents.google.com/patent/CN203397123U/en,https://patentimages.storage.googleapis.com/63/34/9d/45de768814a2e1/130511151818.png
CN-205486181-U,A automatic verification system that is used for pointer gauge head and simple and easy digital gauge outfit ,无锡市计量检定测试中心,章晓明,2016-01-11,2016-01-11,2016-08-17,2016-08-17,https://patents.google.com/patent/CN205486181U/en,
KR-20070117010-A,Towel drying machine with digital watch and timer ,김의지,김의지,2006-06-07,2006-06-07,2007-12-12,,https://patents.google.com/patent/KR20070117010A/en,https://patentimages.storage.googleapis.com/b5/3d/32/1a6a97c02bc9ba/112006039739326-PAT00001.png
CN-202599583-U,Handhold type measuring device for testing insertion and extraction forces of fixed plug ,北京东方计量测试研究所,"付茂岳, 刘敬敏, 郭凯, 张书锋",2012-05-08,2012-05-08,2012-12-12,2012-12-12,https://patents.google.com/patent/CN202599583U/en,https://patentimages.storage.googleapis.com/28/d4/67/162a6a85e600a3/HDA00001613606900011.png
KR-20200104116-A,Picture frame with digital clock ,염진선,염진선,2019-02-26,2019-02-26,2020-09-03,,https://patents.google.com/patent/KR20200104116A/en,https://patentimages.storage.googleapis.com/bd/ce/b6/1a4ec043e8e35a/pat00001.png
CN-101718729-B,Device for testing electric polarity of powder material and test method thereof ,河北工业大学,"梁金生, 袁有德, 孟军平, 丁燕",2009-12-07,2009-12-07,2012-12-12,2012-12-12,https://patents.google.com/patent/CN101718729B/en,https://patentimages.storage.googleapis.com/bc/7d/11/a5c81f0edf06f6/H2009102289706E00011.png
