id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
EP-1580361-A1,Door lock ,Ching-Tien Lin,Ching-Tien Lin,2004-03-23,2004-03-23,2005-09-28,,https://patents.google.com/patent/EP1580361A1/en,https://patentimages.storage.googleapis.com/86/9f/42/67c0c92d102c34/00160001.png
US-4031725-A,Door lock ,Reid Floyd F,Floyd F. Reid,1975-08-11,1975-08-11,1977-06-28,1977-06-28,https://patents.google.com/patent/US4031725A/en,https://patentimages.storage.googleapis.com/25/b6/b6/b241f812d224ed/US4031725-drawings-page-2.png
US-3597946-A,Burglar foiling lock ,Irene Mikkelson,Irene Mikkelson,1970-01-08,1970-01-08,1971-08-10,1971-08-10,https://patents.google.com/patent/US3597946A/en,https://patentimages.storage.googleapis.com/5c/60/c1/762adda283a4ad/US3597946-drawings-page-2.png
US-2694309-A,Lock-out-proof doorknob lock and latch set ,Hollymade Hardware Mfg Company,Jr Robert C Cerf,1952-02-16,1952-02-16,1954-11-16,1954-11-16,https://patents.google.com/patent/US2694309A/en,https://patentimages.storage.googleapis.com/ce/80/0e/fa851239ed0f3b/US2694309-drawings-page-1.png
US-2006042333-A1,Doorknob ,Wen-Pin Wu,Wen-Pin Wu,2004-08-24,2004-08-24,2006-03-02,,https://patents.google.com/patent/US20060042333A1/en,https://patentimages.storage.googleapis.com/08/37/ab/10987123e52814/US20060042333A1-20060302-D00000.png
US-3859827-A,"Improvements in double action cylinder or circular locks, applicable to doors and similar objects ",Patentes Fac Sa,Francisco Estepa Garcia,1972-08-08,1973-08-08,1975-01-14,1975-01-14,https://patents.google.com/patent/US3859827A/en,https://patentimages.storage.googleapis.com/cb/3b/ca/016bbc9a65b1f2/US3859827-drawings-page-2.png
US-4285221-A,Retrofit doorknob lock apparatus ,Atchisson Maxwell G,Maxwell G. Atchisson,1979-06-18,1979-06-18,1981-08-25,1981-08-25,https://patents.google.com/patent/US4285221A/en,https://patentimages.storage.googleapis.com/be/ad/ae/949919808b5978/US4285221-drawings-page-2.png
US-3210972-A,Door handle cover ,Virginia R Johnson,Arthur R Johnson,1963-06-21,1963-06-21,1965-10-12,1965-10-12,https://patents.google.com/patent/US3210972A/en,https://patentimages.storage.googleapis.com/ee/d2/06/32f33b31c05802/US3210972-drawings-page-1.png
US-7770420-B2,Lockdown door bar ,Carr Ronald R,Ronald R. Carr,2007-10-17,2008-04-15,2010-08-10,2010-08-10,https://patents.google.com/patent/US7770420B2/en,https://patentimages.storage.googleapis.com/97/7c/82/dd9c9bf08929df/US07770420-20100810-D00000.png
US-7614669-B2,Interchangeable lock operable in fail safe or fail secure modes ,Security Door Controls,"Arthur Geringer, David Geringer, Richard Geringer",2004-03-10,2005-06-03,2009-11-10,2009-11-10,https://patents.google.com/patent/US7614669B2/en,https://patentimages.storage.googleapis.com/22/42/35/dd3e48e9322a2e/US07614669-20091110-D00000.png
JP-H0849453-A,Lock-equipped door-knob cover ,"Koji Irie, 弘司 入江","Koji Irie, 弘司 入江",1994-08-08,1994-08-08,1996-02-20,,https://patents.google.com/patent/JPH0849453A/en,
US-4715200-A,Locking device for a door lock ,James Katsaros,James Katsaros,1987-02-18,1987-02-18,1987-12-29,1987-12-29,https://patents.google.com/patent/US4715200A/en,https://patentimages.storage.googleapis.com/9c/b8/1c/0f3de292ac503a/US4715200-drawings-page-2.png
US-2639177-A,Doorknob actuated lock ,Oliver S Smith,Oliver S Smith,1951-04-05,1951-04-05,1953-05-19,1953-05-19,https://patents.google.com/patent/US2639177A/en,https://patentimages.storage.googleapis.com/82/18/2a/b253748a56721d/US2639177-drawings-page-1.png
JP-H01247674-A,Residence door locker ,"Shiroki Corp, 白木金属工業株式会社","Tetsuya Morohoshi, 諸星　哲哉",1988-03-30,1988-03-30,1989-10-03,,https://patents.google.com/patent/JPH01247674A/en,
US-7559219-B2,Door lock ,Jeff Chen,Jeff Chen,2007-06-29,2007-06-29,2009-07-14,2009-07-14,https://patents.google.com/patent/US7559219B2/en,https://patentimages.storage.googleapis.com/18/27/6d/596811a4eadb00/US07559219-20090714-D00000.png
US-4503692-A,Protective doorknob encasement device ,Grint Dean R,Dean R. Grint,1982-08-23,1982-08-23,1985-03-12,1985-03-12,https://patents.google.com/patent/US4503692A/en,https://patentimages.storage.googleapis.com/5a/f1/a7/b483af95f43e55/US4503692-drawings-page-2.png
US-4876783-A,Method and apparatus for conversion of doorknob lock sets ,"Progressive Security Products, Inc.","Neil P. Campion, Michael J. Foty, Richard P. Novak",1987-06-19,1987-06-19,1989-10-31,1989-10-31,https://patents.google.com/patent/US4876783A/en,https://patentimages.storage.googleapis.com/01/b5/6a/4a96da898e8cb7/US4876783-drawings-page-2.png
US-5819562-A,Door lock having multiple locking bolts ,Christ; Willy,Willy Christ,1997-05-19,1997-05-19,1998-10-13,1998-10-13,https://patents.google.com/patent/US5819562A/en,https://patentimages.storage.googleapis.com/0c/b0/92/7acaf5c6f64fb5/US5819562-drawings-page-2.png
GB-1593507-A,Locking mechanisms ,Astier P J B,,1976-10-20,1977-10-10,1981-07-15,,https://patents.google.com/patent/GB1593507A/en,
US-2016273243-A1,Electric lock with latch retractor ,"Adolfo, LLC","Arthur V. Geringer, David A. Geringer",2015-03-20,2016-03-21,2016-09-22,,https://patents.google.com/patent/US20160273243A1/en,https://patentimages.storage.googleapis.com/ec/e3/1d/119c67800fef9d/US20160273243A1-20160922-D00000.png
US-3555858-A,Changeable lock ,"Faul D Owen, Charles R Hilemn, James Carroll Velvin Jr","Paul D Owen, Charles R Hilemn, James Carroll Velvin Jr",1968-02-23,1968-02-23,1971-01-19,1971-01-19,https://patents.google.com/patent/US3555858A/en,https://patentimages.storage.googleapis.com/7a/88/1c/7bba71735992fa/US3555858-drawings-page-1.png
US-7637130-B2,Lockdown door bar ,Carr Ronald R,Ronald R. Carr,2007-10-17,2007-10-17,2009-12-29,2009-12-29,https://patents.google.com/patent/US7637130B2/en,https://patentimages.storage.googleapis.com/b9/6e/ab/a6a5c0ba17b6b1/US07637130-20091229-D00000.png
KR-102315686-B1,Doorknob unlocking device ,주식회사 보광,"윤영갑, 송루겸",2020-06-10,2020-06-10,2021-10-21,2021-10-21,https://patents.google.com/patent/KR102315686B1/en,https://patentimages.storage.googleapis.com/0a/83/01/1adb44e25d56cb/112020059879891-pat00001.png
AU-2021204774-B2,Security in a smart-sensored home ,Google Llc,"Anthony M. Fadell, Yoky Matsuoka, Matthew Lee Rogers, Honjo Shigefumi, David Sloo, Maxime Veron",2013-03-14,2021-07-08,2022-11-10,2022-11-10,https://patents.google.com/patent/AU2021204774B2/en,
US-8689594-B2,Electrical cylinder lock ,"Tuncay Erhan Yanar, Omer Dogan","Tuncay Erhan Yanar, Omer Dogan",2010-03-12,2011-03-10,2014-04-08,2014-04-08,https://patents.google.com/patent/US8689594B2/en,https://patentimages.storage.googleapis.com/2c/b9/bb/5e9b16d621ea07/US08689594-20140408-D00000.png
US-9652912-B2,Secure handling of unsupervised package drop off at a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2017-05-16,2017-05-16,https://patents.google.com/patent/US9652912B2/en,https://patentimages.storage.googleapis.com/55/f6/d7/255c799fa7e76a/US09652912-20170516-D00000.png
US-10735216-B2,Handling security services visitor at a smart-home ,Google Llc,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2020-08-04,2020-08-04,https://patents.google.com/patent/US10735216B2/en,https://patentimages.storage.googleapis.com/eb/25/8e/b111c583c9ccbc/US10735216-20200804-D00000.png
US-11206939-B2,"Methods, apparatus and systems for accepting, returning or exchanging parcels and deliveries ",Kumar SUNDARESAN,Kumar SUNDARESAN,2014-04-17,2018-09-24,2021-12-28,2021-12-28,https://patents.google.com/patent/US11206939B2/en,https://patentimages.storage.googleapis.com/be/01/df/94cc19d5282e64/US11206939-20211228-D00000.png
US-9711036-B2,Leveraging neighborhood to handle potential visitor at a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2017-07-18,2017-07-18,https://patents.google.com/patent/US9711036B2/en,https://patentimages.storage.googleapis.com/5b/e9/99/ac767e3054017d/US09711036-20170718-D00000.png
US-9953514-B2,Visitor feedback to visitor interaction with a doorbell at a smart-home ,Google Llc,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2018-04-24,2018-04-24,https://patents.google.com/patent/US9953514B2/en,https://patentimages.storage.googleapis.com/bd/00/ab/7d3882da7d8918/US09953514-20180424-D00000.png
US-9649398-B1,Method and apparatus for sanitizing door knobs or door handles ,Darren York,Darren York,2016-11-02,2016-11-02,2017-05-16,2017-05-16,https://patents.google.com/patent/US9649398B1/en,https://patentimages.storage.googleapis.com/29/2b/c4/384ccbc4fbffd2/US09649398-20170516-D00000.png
JP-6523561-B1,Irradiation apparatus and irradiation method ,三菱電機株式会社,"新作 福▲高▼, 新作 福▲高▼, 晶子 今石, 晶子 今石, 宗貴 西平, 宗貴 西平, 松原　勉, 勉 松原, 敬 春日, 敬 春日, 礼子 坂田, 礼子 坂田",2017-09-15,2017-09-15,2019-06-05,2019-06-05,https://patents.google.com/patent/JP6523561B1/en,https://patentimages.storage.googleapis.com/9e/10/bb/494e51c795f4a2/0006523561-2.png
CN-203669511-U,Doorknob device ,爱信精机株式会社,"吉野雅树, 永田浩一, 清水辰弥, 野村祐幸",2012-11-12,2013-11-08,2014-06-25,2014-06-25,https://patents.google.com/patent/CN203669511U/en,https://patentimages.storage.googleapis.com/b3/34/62/922a854fcbb31c/DEST_PATH_HDA0000489306080000011.png
US-9600645-B2,Smart invitation handling at a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2017-03-21,2017-03-21,https://patents.google.com/patent/US9600645B2/en,https://patentimages.storage.googleapis.com/c1/0a/56/de71d1eb086f4b/US09600645-20170321-D00000.png
US-9959727-B2,Handling visitor interaction at a smart-home in a do not disturb mode ,Google Llc,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2018-05-01,2018-05-01,https://patents.google.com/patent/US9959727B2/en,https://patentimages.storage.googleapis.com/cd/c7/dc/47360d70d5b1aa/US09959727-20180501-D00000.png
US-9881474-B2,Initially detecting a visitor at a smart-home ,Google Llc,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2018-01-30,2018-01-30,https://patents.google.com/patent/US9881474B2/en,https://patentimages.storage.googleapis.com/de/4e/c8/30424d1d9110f5/US09881474-20180130-D00000.png
US-8674630-B1,On-axis RF coupler and HOM damper for superconducting accelerator cavities ,Wayne Douglas Cornelius,Wayne Douglas Cornelius,2012-10-27,2012-10-27,2014-03-18,2014-03-18,https://patents.google.com/patent/US8674630B1/en,https://patentimages.storage.googleapis.com/2b/56/df/61ce925cdbb11d/US08674630-20140318-D00000.png
US-9640055-B2,Interacting with a detected visitor at an entryway to a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2017-05-02,2017-05-02,https://patents.google.com/patent/US9640055B2/en,https://patentimages.storage.googleapis.com/a1/2d/3b/32ebc3b4d7199d/US09640055-20170502-D00000.png
US-8991881-B2,Anti-ligative doorknob ,"Assa Abloy, Inc.",Steven J. Shilts,2009-01-29,2014-05-05,2015-03-31,2015-03-31,https://patents.google.com/patent/US8991881B2/en,https://patentimages.storage.googleapis.com/fd/4f/b3/5d4dd53daf2c03/US08991881-20150331-D00000.png
US-11085226-B2,Operating a door of a smart-home through various stages of user detection ,Google Llc,"Shigefumi Honjo, Lawrence Chang, Shayan Sayadi",2018-12-21,2018-12-21,2021-08-10,2021-08-10,https://patents.google.com/patent/US11085226B2/en,https://patentimages.storage.googleapis.com/35/e3/37/9f5eca2c4caf28/US11085226-20210810-D00000.png
US-9626841-B2,Occupant notification of visitor interaction with a doorbell at a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2017-04-18,2017-04-18,https://patents.google.com/patent/US9626841B2/en,https://patentimages.storage.googleapis.com/24/eb/3d/0f14c76ad13582/US09626841-20170418-D00000.png
US-9978238-B2,Visitor options at an entryway to a smart-home ,Google Llc,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2018-05-22,2018-05-22,https://patents.google.com/patent/US9978238B2/en,https://patentimages.storage.googleapis.com/ac/e2/71/0a8d5d713e66f7/US09978238-20180522-D00000.png
US-9960929-B2,Environmental sensing with a doorbell at a smart-home ,Google Llc,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2018-05-01,2018-05-01,https://patents.google.com/patent/US9960929B2/en,https://patentimages.storage.googleapis.com/62/d7/9e/02096908e97a74/US09960929-20180501-D00000.png
US-10083561-B2,"Methods, apparatus and systems for accepting, returning or exchanging parcels and deliveries ",Kumar SUNDARESAN,Kumar SUNDARESAN,2014-04-17,2016-10-14,2018-09-25,2018-09-25,https://patents.google.com/patent/US10083561B2/en,https://patentimages.storage.googleapis.com/a5/b7/48/65c9580c711330/US10083561-20180925-D00000.png
EP-3131444-B1,Portable and detachable system for securely accepting parcels and deliveries ,Kumar Sundaresan,Kumar Sundaresan,2014-04-17,2015-04-09,2020-08-26,2020-08-26,https://patents.google.com/patent/EP3131444B1/en,https://patentimages.storage.googleapis.com/31/3e/96/c1a29e08016b96/imgf0001.png
JP-7434500-B2,wireless guest engagement system ,カーニバル コーポレーション,"パジェット ジョン, ジー ヤンゲン マイケル, スティール ダグラス, プレステンバック カイル, ジェイ クリアド リチャード, ボール ヴィンス, レナーズ アダム, カーティス グレン, ベジョン マニー, メンデューク パトリック, ラム サンダー",2016-11-11,2022-11-17,2024-02-20,2024-02-20,https://patents.google.com/patent/JP7434500B2/en,
US-10510035-B2,Limited access invitation handling at a smart-home ,Google Llc,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2019-12-17,2019-12-17,https://patents.google.com/patent/US10510035B2/en,https://patentimages.storage.googleapis.com/55/ff/6f/cb10561d9bfbdb/US10510035-20191217-D00000.png
US-3660996-A,Locking device for a doorknob lock ,Albert Syvertson,Albert Syvertson,1970-07-29,1970-07-29,1972-05-09,1972-05-09,https://patents.google.com/patent/US3660996A/en,https://patentimages.storage.googleapis.com/dd/f2/2a/29b6b633bc4a74/US3660996-drawings-page-2.png
US-8805028-B2,Personal identification device using vessel pattern of fingers ,"Hitachi, Ltd.","Naoto Miura, Takafumi Miyatake, Akio Nagasaka, Harumi Kiyomizu",2005-09-14,2006-07-26,2014-08-12,2014-08-12,https://patents.google.com/patent/US8805028B2/en,https://patentimages.storage.googleapis.com/fd/13/11/5b23cf8ff95d1b/US08805028-20140812-D00000.png
US-7837599-B2,Method and apparatus for automated delivery of therapeutic exercises of the upper extremity ,Rehabtronics Inc.,"Jan Kowalczewski, Arthur Prochazka",2006-05-11,2007-05-11,2010-11-23,2010-11-23,https://patents.google.com/patent/US7837599B2/en,https://patentimages.storage.googleapis.com/bd/fe/c9/47d5b48c778950/US07837599-20101123-D00000.png
US-6681605-B1,Tubular doorknob with adjustment devices for firmly mounting the tubular doorknob in a door ,"Taiwan Fu Hsing Industrial Co., Ltd.",Chao-Ming Huang,2003-03-12,2003-05-09,2004-01-27,2004-01-27,https://patents.google.com/patent/US6681605B1/en,https://patentimages.storage.googleapis.com/fe/b8/88/4e099b4aa4e1d4/US06681605-20040127-D00000.png
JP-5106533-B2,Control device ,オムロンオートモーティブエレクトロニクス株式会社,"直幸 石原, 洋輔 富田, 直樹 廣部, 直男 西口, 庄司 真船",2007-07-26,2008-07-25,2012-12-26,2012-12-26,https://patents.google.com/patent/JP5106533B2/en,https://patentimages.storage.googleapis.com/98/5f/06/f117abd82c6669/0005106533-2.png
US-2019119963-A1,Door Locking Device ,Brisbin Marvin Skiles,Brisbin Marvin Skiles,2014-01-01,2018-10-08,2019-04-25,,https://patents.google.com/patent/US20190119963A1/en,https://patentimages.storage.googleapis.com/01/b7/23/643892e5dcc8f9/US20190119963A1-20190425-D00000.png
US-11306510-B2,Cylinder assembly with rotating winged latch bolt for sliding door lockset ,Qianyan Cheng,Qianyan Cheng,2020-01-18,2020-01-18,2022-04-19,2022-04-19,https://patents.google.com/patent/US11306510B2/en,https://patentimages.storage.googleapis.com/ff/99/eb/1f68f02dd0d6ab/US11306510-20220419-D00000.png
AU-2005203492-B2,Automated test case verification that is loosely coupled with respect to automated test case execution ,Microsoft Corporation,"Michael D. Gallacher, Michael J. Hunter, Adam M. Ulrich",2004-09-29,2005-08-05,2010-10-28,2010-10-28,https://patents.google.com/patent/AU2005203492B2/en,
US-2779184-A,Doorknob and spindle structure ,Sargent & Co,Charles A Ellis,1954-04-28,1954-04-28,1957-01-29,1957-01-29,https://patents.google.com/patent/US2779184A/en,https://patentimages.storage.googleapis.com/3d/13/d7/60dc69ecb81334/US2779184-drawings-page-1.png
US-2291655-A,Doorknob fastener ,Schlage Lock Co,Walter R Schlage,1941-03-12,1941-03-12,1942-08-04,1942-08-04,https://patents.google.com/patent/US2291655A/en,https://patentimages.storage.googleapis.com/a2/03/5a/9d27aa6a5f5225/US2291655-drawings-page-1.png
US-1853782-A,Doorknob ,Schlage Lock Co,Walter R Schlage,1928-01-11,1928-01-11,1932-04-12,1932-04-12,https://patents.google.com/patent/US1853782A/en,https://patentimages.storage.googleapis.com/7d/45/95/8b52d23cf2a3fb/US1853782-drawings-page-1.png
US-2512814-A,Door lock ,Weiser Company,"George B Solovieff, Fred J Russell",1948-04-05,1948-04-05,1950-06-27,1950-06-27,https://patents.google.com/patent/US2512814A/en,https://patentimages.storage.googleapis.com/09/6b/54/cb4063c7e8b886/US2512814-drawings-page-1.png
US-4901545-A,Self-contained electromechanical locking device ,Rising Star Technologies (A Partnership),"Michael E. Bacon, Scott W. Morneweck, Roger C. Keith, Arvin B. Simon",1987-12-28,1987-12-28,1990-02-20,1990-02-20,https://patents.google.com/patent/US4901545A/en,https://patentimages.storage.googleapis.com/pages/US4901545-1.png
US-11655662-B2,Door positioning system ,Masonite Corporation,"Joel Sellinger, Benjamin Wesley Docksteader",2018-03-20,2021-11-09,2023-05-23,2023-05-23,https://patents.google.com/patent/US11655662B2/en,https://patentimages.storage.googleapis.com/cc/a6/78/5c0bcce50651dd/US11655662-20230523-D00000.png
US-8570161-B2,Systems and methods for haptic information preview ,Immersion Corporation,"Erin Ramsay, Juan Manuel Cruz-Hernandez, Ali Modarres",2010-03-16,2011-03-11,2013-10-29,2013-10-29,https://patents.google.com/patent/US8570161B2/en,https://patentimages.storage.googleapis.com/4f/ae/dd/4d977c180180c2/US08570161-20131029-D00000.png
ES-2600925-T3,Doorknob device ,Assa Oem Ab,Fredrik Carlsson,2013-10-08,2013-10-08,2017-02-13,2017-02-13,https://patents.google.com/patent/ES2600925T3/en,
US-7270352-B1,Foot-operated door opener ,Robert Stuart,Robert Stuart,2004-07-20,2005-07-20,2007-09-18,2007-09-18,https://patents.google.com/patent/US7270352B1/en,https://patentimages.storage.googleapis.com/48/6b/d3/7bd9b0e0bd6d56/US07270352-20070918-D00000.png
US-11517172-B2,"Cleaning system, cleaning devices, instruction insert, and methods therefor ","Medline Industries, Lp","Megan Henken, Steve McNabb",2015-08-17,2020-01-21,2022-12-06,2022-12-06,https://patents.google.com/patent/US11517172B2/en,https://patentimages.storage.googleapis.com/85/53/65/c14ef0839a4ca3/US11517172-20221206-D00000.png
US-2015120598-A1,Tracking of a package delivery to a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2015-04-30,,https://patents.google.com/patent/US20150120598A1/en,https://patentimages.storage.googleapis.com/f7/10/e0/b3f51ced06cabb/US20150120598A1-20150430-D00000.png
US-2015156030-A1,Handling specific visitor behavior at an entryway to a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2015-06-04,,https://patents.google.com/patent/US20150156030A1/en,https://patentimages.storage.googleapis.com/32/33/93/a3816b48ef862a/US20150156030A1-20150604-D00000.png
US-2015120015-A1,Automated handling of a package delivery at a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2015-04-30,,https://patents.google.com/patent/US20150120015A1/en,https://patentimages.storage.googleapis.com/68/95/0f/7b9fab9590c1f9/US20150120015A1-20150430-D00000.png
US-2015190538-A1,Sanitizing Systems and Methods ,"Robert E. Olvera, Jerry A. Lochridge, Mark L. Berrier","Robert E. Olvera, Jerry A. Lochridge, Mark L. Berrier",2014-01-08,2015-01-08,2015-07-09,,https://patents.google.com/patent/US20150190538A1/en,https://patentimages.storage.googleapis.com/0a/68/2b/5171a814403c1f/US20150190538A1-20150709-D00000.png
US-2015120596-A1,Routing optimization for package delivery to a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. McGaraghan, Michael PLITKINS, Maxime Veron, Isabel Guenette",2012-09-21,2014-12-31,2015-04-30,,https://patents.google.com/patent/US20150120596A1/en,https://patentimages.storage.googleapis.com/94/a1/9d/643077b6637f4c/US20150120596A1-20150430-D00000.png
US-10342090-B2,Illuminated doorknob and lockset ,Christopher Noeldner,Christopher Noeldner,2016-12-03,2017-12-04,2019-07-02,2019-07-02,https://patents.google.com/patent/US10342090B2/en,https://patentimages.storage.googleapis.com/ea/85/59/7791afe136e211/US10342090-20190702-D00000.png
US-7022915-B1,Protective cover system for painting applications ,"Ato-Ernesprise, Inc.",Ernesto Galguera,2005-07-11,2005-07-11,2006-04-04,2006-04-04,https://patents.google.com/patent/US7022915B1/en,https://patentimages.storage.googleapis.com/83/c1/17/b3549080e8ab7a/US07022915-20060404-D00000.png
US-2012185096-A1,Operating a Mobile Robot ,Irobot Corporation,"Michael Rosenstein, Steven V. Shamlian, Chikyung Won, Michael Halloran, Mark Chiappetta, Thomas P. Allen",2010-05-20,2011-02-22,2012-07-19,,https://patents.google.com/patent/US20120185096A1/en,https://patentimages.storage.googleapis.com/b8/6a/4c/de48b3f8375c09/US20120185096A1-20120719-D00000.png
US-2012305804-A1,Doorknob sterilization apparatus ,Edward Goldman,Edward Goldman,2011-06-06,2011-06-06,2012-12-06,,https://patents.google.com/patent/US20120305804A1/en,https://patentimages.storage.googleapis.com/57/6c/4d/1ec4f892f3496d/US20120305804A1-20121206-D00000.png
JP-7249578-B2,"Purification method, purification device and purification system ",パナソニックＩｐマネジメント株式会社,"義弘 坂口, 万里子 宮下",2018-03-02,2019-01-31,2023-03-31,2023-03-31,https://patents.google.com/patent/JP7249578B2/en,https://patentimages.storage.googleapis.com/73/fc/3c/4de0dd569375e9/0007249578000001.png
US-2006114099-A1,Door lock and operation mechanism ,"Deng Sheng B, Deng Sheng Y",Sheng Deng,2003-03-21,2006-01-12,2006-06-01,,https://patents.google.com/patent/US20060114099A1/en,https://patentimages.storage.googleapis.com/28/a5/8a/14cc23cbbcbc77/US20060114099A1-20060601-D00000.png
US-2014245798-A1,Add-Lock ,Christopher V. Beckman,Christopher V. Beckman,2013-03-04,2013-03-04,2014-09-04,,https://patents.google.com/patent/US20140245798A1/en,https://patentimages.storage.googleapis.com/0a/87/78/fd5cb7f117c6d8/US20140245798A1-20140904-D00000.png
US-3980328-A,Doorbar system ,Robert J. Pearson,Ernest A. Pearson,1975-05-21,1975-05-21,1976-09-14,1976-09-14,https://patents.google.com/patent/US3980328A/en,https://patentimages.storage.googleapis.com/61/81/c7/fca0d9b449604f/US3980328-drawings-page-2.png
JP-6782283-B2,Monitoring system ,矢崎総業株式会社,"後藤　潤, 潤 後藤",2018-07-03,2018-07-03,2020-11-11,2020-11-11,https://patents.google.com/patent/JP6782283B2/en,https://patentimages.storage.googleapis.com/68/03/60/daf797fc8cfcc1/0006782283-2.png
US-2008296912-A1,Remote door access device ,"Whitner Douglas E, Sokol Brian V, O'toole Michael, Robert Soreo, Mark Vitantonio, Nottingham John R, Catlett Brian D, Spirk John W, Jeffrey Ringness, Christopher Wojcuich, Robert Nelson, Peter Zale","Douglas E. Whitner, Brian V. Sokol, Michael O'Toole, Robert Soreo, Mark Vitantonio, John R. Nottingham, Brian D. Catlett, John W. Spirk, Jeffrey Ringness, Christopher Wojcuich, Robert Nelson, Peter Zale",2007-05-29,2008-05-28,2008-12-04,,https://patents.google.com/patent/US20080296912A1/en,https://patentimages.storage.googleapis.com/2e/29/2a/245f1b1d60f26c/US20080296912A1-20081204-D00000.png
US-11306508-B2,Door locking system ,Glen LU,Glen LU,2018-06-23,2019-06-24,2022-04-19,2022-04-19,https://patents.google.com/patent/US11306508B2/en,https://patentimages.storage.googleapis.com/4f/b4/ab/fd3d78c7655593/US11306508-20220419-D00000.png
US-11267219-B2,System and method for additive manufacturing of a three-dimensional object ,Gripmetal Limited,Ray Arbesman,2014-07-24,2018-03-21,2022-03-08,2022-03-08,https://patents.google.com/patent/US11267219B2/en,https://patentimages.storage.googleapis.com/93/5f/ff/0031ce04f8e0a7/US11267219-20220308-D00000.png
US-2021097789-A1,Package-receiving door ,Lawrence Ruel EDMISTER,Lawrence Ruel EDMISTER,2019-09-26,2019-09-26,2021-04-01,,https://patents.google.com/patent/US20210097789A1/en,https://patentimages.storage.googleapis.com/52/85/7c/604c67e3ca360a/US20210097789A1-20210401-D00000.png
WO-2016109838-A1,Automated handling of a package delivery at a smart-home ,Google Inc.,"Anthony Michael Fadell, Matthew Lee Rogers, Yoky Matsuoka, David Sloo, Shigefumi Honjo, Scott A. MCGARAGHAN, Michael Plitkins, Maxime Veron, Isabel Guenette",2014-12-31,2015-12-31,2016-07-07,,https://patents.google.com/patent/WO2016109838A1/en,
